root,id,ra,dec,m444,z_map,zwidth2,bic_diff,flux_ha,err_ha,sn_ha,q1,q2,q3,q4,q,multi_ids
congress-n-v1,273,189.2155379,62.3258976,27.31,4.555,0,415.4,4.9e-18,2.5e-19,19.8,1,-1,3,3,1.5,-
congress-n-v1,352,189.2176577,62.3237658,27.41,3.989,0.04,73.2,2.1e-18,3.1e-19,6.8,2,3,3,2,2.5,-
congress-n-v1,559,189.2153636,62.31979473,27.3,3.882,0,96.3,2.8e-18,3.4e-19,8.3,2,2,3,3,2.5,-
congress-n-v1,566,189.2158381,62.31957531,25.57,3.857,0,160.2,6.3e-18,5.4e-19,11.7,3,2,3,3,2.75,-
congress-n-v1,649,189.2020793,62.31824559,25.15,4.068,0.04,110,4.2e-18,4.6e-19,9.2,3,2,3,3,2.75,-
congress-n-v1,679,189.2142391,62.31798453,25.54,3.992,0.001,55.7,2.7e-18,5.2e-19,5.3,1,0,0,2,0.75,-
congress-n-v1,696,189.2008649,62.3177984,26.95,4.539,0,162.8,3.4e-18,2.9e-19,11.8,1,1,2,3,1.75,-
congress-n-v1,800,189.2238197,62.31631504,27.03,4.607,0,69.9,1.5e-18,2.5e-19,6.2,1,1,0,2,1,-
congress-n-v1,819,189.2101377,62.31609454,27.03,4.066,0,248.7,5.1e-18,3.5e-19,14.8,3,3,3,3,3,-
congress-n-v1,880,189.1875154,62.31547036,26.81,4.584,0.063,52.7,1.2e-18,2.2e-19,5.4,0,1,0,1,0.5,-
congress-n-v1,889,189.2076961,62.31534619,26.38,3.807,0,77.9,4.0e-18,5.6e-19,7.1,2,2,1,2,1.75,-
congress-n-v1,911,189.2490869,62.31510398,24.06,3.856,0,282.7,1.0e-17,6.4e-19,16,3,3,3,3,3,-
congress-n-v1,934,189.2039095,62.31495753,27.88,4.857,0,148.1,2.5e-18,2.3e-19,10.8,3,3,3,3,3,-
congress-n-v1,936,189.2047063,62.31489677,26.11,3.808,0,211.8,8.5e-18,6.3e-19,13.6,3,3,3,3,3,-
congress-n-v1,990,189.2309963,62.31426122,27.84,4.078,0.135,53.2,1.5e-18,3.0e-19,5.1,1,1,0,0,0.5,-
congress-n-v1,998,189.2252328,62.31411144,26.12,4.608,0,116,2.8e-18,3.0e-19,9.4,3,3,3,3,3,-
congress-n-v1,1029,189.1750847,62.31323781,26.23,4.291,0.04,69.5,3.1e-18,4.7e-19,6.7,-1,0,0,0,-0.25,-
congress-n-v1,1273,189.2362486,62.31115502,26.14,4.327,0,108.9,2.5e-18,2.9e-19,8.8,2,2,3,3,2.5,-
congress-n-v1,1279,189.261445,62.31110749,26.65,4.059,0,289.9,4.1e-18,2.5e-19,16,3,3,3,3,3,-
congress-n-v1,1343,189.1914575,62.31050179,26.93,4.796,0,525.8,6.3e-18,2.8e-19,22.6,3,3,3,3,3,-
congress-n-v1,1354,189.2588048,62.31040959,26.44,4.056,0,73.2,2.8e-18,3.9e-19,7,1,1,0,2,1,-
congress-n-v1,1428,189.2217244,62.30974691,27.85,3.927,0.04,73.6,1.8e-18,2.8e-19,6.5,2,2,3,2,2.25,-
congress-n-v1,1456,189.1825149,62.30944676,26.3,3.852,0.04,69.4,4.6e-18,7.4e-19,6.3,-1,0,0,0,-0.25,-
congress-n-v1,1469,189.2040421,62.30940568,26.59,3.94,0,142.6,4.9e-18,4.6e-19,10.8,-1,-1,3,3,1,-
congress-n-v1,1470,189.2040533,62.30932193,27.68,3.934,0,243.8,4.7e-18,2.9e-19,15.9,-1,-1,2,3,0.75,-
congress-n-v1,1477,189.2221098,62.30929963,24.34,3.935,0,367.5,1.1e-17,6.3e-19,18,3,2,3,3,2.75,-
congress-n-v1,1524,189.2182489,62.30903645,27.76,4.653,0.059,55.5,1.3e-18,2.4e-19,5.3,1,1,1,1,1,-
congress-n-v1,1546,189.2228251,62.30884756,27.42,3.887,0,75.1,2.2e-18,3.2e-19,6.7,1,-1,2,2,1,-
congress-n-v1,1547,189.1830533,62.30880849,26.7,4.62,0,107.8,2.7e-18,2.9e-19,9.2,3,2,3,3,2.75,-
congress-n-v1,1601,189.1992755,62.30795988,25.41,4.188,0,106.7,3.7e-18,4.3e-19,8.6,3,2,3,3,2.75,-
congress-n-v1,1623,189.1743641,62.30797542,27.22,4.32,0,358.5,4.8e-18,2.6e-19,18.3,-1,-1,-1,-1,-1,-
congress-n-v1,1662,189.2026154,62.30748956,27.5,4.533,0,89.2,2.1e-18,2.7e-19,7.7,2,2,1,2,1.75,-
congress-n-v1,1665,189.2138373,62.30742712,26.8,4.22,0,60.3,1.6e-18,2.7e-19,5.7,1,1,1,2,1.25,-
congress-n-v1,1699,189.2204804,62.30711644,26.53,4.372,0,90.1,2.1e-18,2.7e-19,7.8,2,-1,2,2,1.25,-
congress-n-v1,1701,189.2575765,62.30700933,24.63,4.09,0,112.6,4.0e-18,4.3e-19,9.3,2,1,3,1,1.75,-
congress-n-v1,1770,189.1699747,62.3063315,27.62,3.798,0.041,53.7,0.0e+00,0.0e+00,-99,0,0,0,0,0,-
congress-n-v1,1902,189.2468156,62.30517102,25.42,3.886,0.016,76,2.4e-18,3.8e-19,6.4,1,1,3,2,1.75,-
congress-n-v1,1937,189.202628,62.30480396,25.71,3.725,0,139.5,0.0e+00,0.0e+00,-99,0,0,0,0,0,-
congress-n-v1,1948,189.25773,62.3047121,25.4,4.362,0,297.2,4.8e-18,2.9e-19,16.4,3,2,3,3,2.75,-
congress-n-v1,1968,189.162861,62.30457337,27.07,4.556,0.051,54.2,1.7e-18,3.4e-19,5.1,1,1,0,0,0.5,-
congress-n-v1,2000,189.2557179,62.30440178,25.79,4.052,0.002,65.2,2.5e-18,4.3e-19,5.9,1,1,0,1,0.75,-
congress-n-v1,2007,189.1443651,62.30432133,27.31,4.092,0.107,90.5,0.0e+00,0.0e+00,-99,0,0,0,0,0,-
congress-n-v1,2009,189.2230261,62.30435863,27.93,4.728,0,67.3,8.5e-19,1.4e-19,6,1,2,1,2,1.5,-
congress-n-v1,2052,189.1471032,62.30424562,26.3,4.82,0,163,3.5e-18,3.0e-19,11.7,2,2,3,3,2.5,-
congress-n-v1,2096,189.2335903,62.30351487,23.29,4.538,0,859.5,9.7e-18,3.4e-19,28,3,3,3,3,3,-
congress-n-v1,2097,189.2587181,62.30361222,26.42,4.015,0,380,9.2e-18,4.9e-19,18.9,3,3,3,3,3,-
congress-n-v1,2126,189.2554692,62.30327292,25.06,3.886,0,480.7,1.1e-17,5.4e-19,21.3,3,3,3,3,3,-
congress-n-v1,2136,189.1934034,62.30326197,27.51,4.856,0,117.3,1.9e-18,2.0e-19,9.2,3,2,3,3,2.75,-
congress-n-v1,2189,189.2332266,62.30255496,26.01,5.075,0,67,7.5e-18,8.8e-19,8.5,-1,-1,-1,0,-0.75,-
congress-n-v1,2240,189.1743216,62.30206716,26.21,4.189,0,764.5,8.2e-18,3.0e-19,27.4,3,3,3,3,3,-
congress-n-v1,2250,189.260358,62.30194454,26.8,3.79,0.002,50.7,4.2e-18,8.0e-19,5.2,-1,1,0,0,0,-
congress-n-v1,2263,189.1453817,62.30182006,26.77,4.786,0,156.9,2.5e-18,2.2e-19,11.5,3,2,3,3,2.75,-
congress-n-v1,2307,189.2601326,62.30150615,27.74,4.066,0,74.4,2.3e-18,3.0e-19,7.7,3,2,3,2,2.5,-
congress-n-v1,2325,189.2847841,62.3013775,27.46,4.553,0,257.9,2.9e-18,1.9e-19,15.2,3,2,3,3,2.75,-
congress-n-v1,2331,189.2411975,62.30134741,26.39,4.068,0,105.6,2.5e-18,3.0e-19,8.6,3,1,1,3,2,-
congress-n-v1,2346,189.2522168,62.30123439,25.57,4.067,0,1172.7,1.8e-17,4.9e-19,36.2,3,3,3,3,3,-
congress-n-v1,2362,189.2700876,62.30112763,25.43,4.173,0,1278.6,1.2e-17,3.3e-19,36.2,3,3,3,3,3,-
congress-n-v1,2373,189.1433414,62.30107135,27.79,4.26,0.044,62.6,0.0e+00,0.0e+00,-99,0,-1,0,0,-0.25,-
congress-n-v1,2422,189.2580717,62.30172205,27.46,3.855,0,146.3,4.9e-18,4.5e-19,11.1,3,2,3,3,2.75,-
congress-n-v1,2427,189.1940825,62.30128616,26.47,4.191,0.003,58.5,2.4e-18,4.5e-19,5.2,0,0,0,0,0,-
congress-n-v1,2456,189.1673961,62.3004918,26.53,4.322,0,355.7,5.0e-18,2.7e-19,18.4,3,3,3,3,3,-
congress-n-v1,2507,189.2668249,62.30003941,25.22,3.829,0,169.1,6.9e-18,5.6e-19,12.3,2,2,3,3,2.5,-
congress-n-v1,2535,189.2476153,62.29919422,23.59,3.89,0,98.8,1.0e-17,1.4e-18,6.9,1,2,1,2,1.5,-
congress-n-v1,2569,189.2536999,62.29950856,25.11,4.149,0.04,78,3.5e-18,5.3e-19,6.6,0,2,1,1,1,-
congress-n-v1,2609,189.2116783,62.29924971,25.75,4.856,0,68.8,1.4e-18,2.3e-19,6.2,1,1,0,0,0.5,-
congress-n-v1,2646,189.2527594,62.29891608,23.78,4.065,0,812,1.8e-17,6.6e-19,27.6,3,3,3,3,3,-
congress-n-v1,2717,189.2633364,62.29842009,27.58,4.172,0,91.3,2.3e-18,2.8e-19,8.2,2,1,1,1,1.25,-
congress-n-v1,2740,189.190432,62.29825186,26.9,3.758,0.011,65.2,1.8e-17,2.3e-18,7.6,-1,-1,-1,0,-0.75,-
congress-n-v1,2755,189.217456,62.29815471,27.28,4.217,0.001,99.7,-2.30E-18,2.5e-19,-9.2,-1,0,-1,-1,-0.75,-
congress-n-v1,2766,189.1708474,62.29805529,26.38,4.357,0,62,1.8e-18,3.2e-19,5.6,1,1,1,0,0.75,-
congress-n-v1,2841,189.1636103,62.29757382,27.11,4.191,0,74,1.9e-18,2.9e-19,6.7,2,2,3,2,2.25,-
congress-n-v1,2854,189.2185511,62.29747909,24.51,4.145,0.039,103.9,-2.40E-18,2.7e-19,-8.8,-1,-1,-1,-1,-1,-
congress-n-v1,2860,189.1475553,62.29733972,25.22,4.163,0,142.2,5.3e-18,4.9e-19,10.9,2,1,3,3,2.25,-
congress-n-v1,2905,189.1418068,62.29708902,27.57,4.883,0,90.5,2.0e-18,2.4e-19,8,2,2,1,3,2,-
congress-n-v1,2967,189.274378,62.29662514,27.11,4.404,0,69.3,9.6e-19,1.5e-19,6.5,2,2,2,2,2,-
congress-n-v1,3002,189.2112481,62.2964023,26.28,4.923,0,126.3,1.4e-18,1.4e-19,10.5,3,2,3,3,2.75,-
congress-n-v1,3105,189.2846842,62.29555723,27.22,4.76,0,158.8,1.4e-18,1.2e-19,11.3,3,2,3,3,2.75,-
congress-n-v1,3131,189.2575187,62.29539619,26.84,3.856,0,66.9,2.7e-18,4.7e-19,5.7,-1,1,0,1,0.25,-
congress-n-v1,3185,189.165212,62.29495573,27.23,3.75,0.048,89.4,2.1e-17,2.0e-18,10.9,-1,1,2,0,0.5,-
congress-n-v1,3191,189.2069709,62.29493102,26.93,4.308,0,176,2.7e-18,2.2e-19,12.3,3,3,3,3,3,-
congress-n-v1,3212,189.1736947,62.29478637,26.72,3.935,0.039,57,2.0e-18,3.8e-19,5.1,1,1,0,2,1,-
congress-n-v1,3309,189.1445135,62.29410893,28.04,4.833,0,230.6,3.0e-18,2.1e-19,14.2,-1,-1,2,-1,-0.25,-
congress-n-v1,3372,189.1959452,62.29397006,28.03,3.935,0.04,65.9,1.4e-18,2.5e-19,5.8,2,1,3,3,2.25,-
congress-n-v1,3384,189.2731943,62.29343937,26.7,3.897,0,142.2,3.9e-18,3.6e-19,10.9,2,2,3,3,2.5,-
congress-n-v1,3423,189.223577,62.29332283,27.69,4.826,0,141.7,1.6e-18,1.5e-19,10.8,3,-1,2,3,1.75,-
congress-n-v1,3440,189.1083276,62.29318281,24.85,4.415,0,367.7,0.0e+00,0.0e+00,-99,0,0,0,0,0,-
congress-n-v1,3461,189.2675381,62.29309457,27.4,4.146,0,263.4,2.7e-18,1.8e-19,15.1,3,2,3,3,2.75,-
congress-n-v1,3471,189.1142845,62.29301302,26.5,4.357,0,87.6,0.0e+00,0.0e+00,-99,0,0,0,0,0,-
congress-n-v1,3481,189.1468137,62.29291959,25.86,4,0,589.9,2.0e-17,7.0e-19,28.1,3,1,3,3,2.5,-
congress-n-v1,3508,189.1225188,62.29284508,26.69,4.679,0,112.9,1.4e-18,1.5e-19,9.8,3,3,3,3,3,-
congress-n-v1,3643,189.2709191,62.29193391,23.91,3.922,0,5494.7,3.9e-17,5.1e-19,75.4,3,3,3,3,3,-
congress-n-v1,3661,189.1652464,62.29199262,27.21,4.423,0.048,53.9,1.5e-18,2.6e-19,5.7,-1,1,0,0,0,-
congress-n-v1,3734,189.1799935,62.29143152,24.92,3.857,0,311.4,1.2e-17,7.2e-19,17,3,3,3,3,3,-
congress-n-v1,3779,189.1924794,62.29125244,26.53,3.925,0,185,4.9e-18,4.0e-19,12.3,3,3,3,3,3,-
congress-n-v1,3784,189.1106491,62.29123916,27.47,4.71,0.077,1.1,1.5e-18,1.5e-19,10.2,-1,-1,-1,-1,-1,-
congress-n-v1,3902,189.2322439,62.29057979,25.17,3.925,0,101.9,5.3e-18,6.3e-19,8.5,3,2,2,2,2.25,-
congress-n-v1,4000,189.2694427,62.29013555,27.66,4.144,0,281.5,3.0e-18,1.9e-19,15.6,3,2,3,3,2.75,-
congress-n-v1,4020,189.1064468,62.29000995,27.54,5.097,0.059,58,1.4e-17,2.3e-18,6.2,-1,1,0,0,0,-
congress-n-v1,4046,189.2798024,62.28980671,26.34,4.018,0,173.2,3.3e-18,2.8e-19,11.9,3,2,2,-1,1.5,-
congress-n-v1,4075,189.2473104,62.28969456,26.73,3.931,0,941.3,8.8e-18,2.8e-19,30.8,3,2,2,3,2.5,-
congress-n-v1,4364,189.1979375,62.28779056,27.44,4.084,0,97.1,1.8e-18,2.2e-19,8.3,2,1,3,2,2,-
congress-n-v1,4366,189.1118379,62.28771556,26.06,4.379,0,879.5,9.2e-18,3.1e-19,29.5,3,3,3,3,3,-
congress-n-v1,4373,189.1334257,62.28756645,25.81,3.882,0,441.5,7.3e-18,3.6e-19,20.5,2,-1,2,-1,0.5,-
congress-n-v1,4400,189.2805167,62.28759404,27.28,3.942,0.044,54.8,1.2e-18,2.5e-19,5.1,0,1,0,0,0.25,-
congress-n-v1,4443,189.1125263,62.28748343,26.89,4.348,0,179.3,3.4e-18,2.7e-19,12.4,-1,-1,3,2,0.75,-
congress-n-v1,4444,189.1124734,62.28743568,27.99,4.346,0,549.5,4.4e-18,1.9e-19,23.6,-1,-1,2,2,0.5,-
congress-n-v1,4463,189.1257179,62.28740403,25.63,4.478,0,214.1,4.2e-18,3.0e-19,14,3,1,3,2,2.25,-
congress-n-v1,4517,189.2326529,62.28858473,27.57,4.899,0.052,53.4,-8.40E-19,1.7e-19,-5,0,2,0,0,0.5,-
congress-n-v1,4518,189.2733197,62.28859765,26.74,4.435,0.054,75.3,1.7e-18,2.3e-19,7.3,-1,1,0,-1,-0.25,-
congress-n-v1,4533,189.2603495,62.2870441,27.09,3.987,0,73.7,1.8e-18,2.6e-19,6.8,2,1,0,1,1,-
congress-n-v1,4549,189.1256588,62.28697164,27,4.483,0.083,45.1,1.1e-18,2.6e-19,4.3,0,1,0,0,0.25,-
congress-n-v1,4571,189.1059453,62.28685988,25.29,4.477,0,195.6,5.3e-18,4.0e-19,13.1,3,1,3,3,2.5,-
congress-n-v1,4668,189.2635085,62.28639939,26.95,3.853,0,101,2.5e-18,3.0e-19,8.4,3,1,3,3,2.5,-
congress-n-v1,4709,189.245114,62.28621707,26.36,4.536,0,296.2,2.8e-18,1.7e-19,16.2,3,2,3,3,2.75,-
congress-n-v1,4726,189.309556,62.28608238,26.04,4.35,0.045,51.6,1.4e-18,2.8e-19,5.1,-1,1,0,-1,-0.25,-
congress-n-v1,4737,189.201105,62.28606465,27.51,4.859,0,134.1,1.6e-18,1.5e-19,10.3,3,1,3,3,2.5,-
congress-n-v1,4767,189.1840551,62.28595083,27.02,4.16,0,161.5,3.5e-18,3.1e-19,11.3,3,2,3,3,2.75,-
congress-n-v1,4774,189.2877747,62.28592204,27.83,4.115,0,69.5,1.6e-18,2.7e-19,6,2,1,1,1,1.25,-
congress-n-v1,4806,189.1986929,62.28805359,26.81,3.921,0,73.8,1.6e-18,2.5e-19,6.6,2,2,0,2,1.5,-
congress-n-v1,4820,189.198678,62.28799279,27.17,3.919,0,67.5,1.4e-18,2.3e-19,6.1,2,2,0,1,1.25,-
congress-n-v1,4868,189.2657702,62.28536615,26.56,3.93,0,162.8,2.9e-18,2.6e-19,11.5,3,2,2,3,2.5,-
congress-n-v1,4903,189.237582,62.28515888,24.16,3.955,0,883.4,1.8e-17,6.1e-19,29.2,3,3,3,3,3,-
congress-n-v1,4955,189.1169268,62.28500958,26.39,4.504,0,66.7,1.7e-18,2.7e-19,6,1,1,0,1,0.75,-
congress-n-v1,5128,189.1787183,62.28473234,27.63,4.596,0,98,1.1e-18,1.3e-19,8.4,2,-1,3,3,1.75,-
congress-n-v1,5146,189.2382883,62.28461881,26.75,4.577,0.001,75.3,1.3e-18,1.9e-19,6.6,-1,1,0,0,0,-
congress-n-v1,5172,189.2754581,62.28469397,27.63,4.613,0,277.1,2.8e-18,1.8e-19,15.9,3,2,3,3,2.75,-
congress-n-v1,5173,189.2771793,62.28513455,25.47,3.903,0.001,93,3.8e-18,4.9e-19,7.7,1,1,0,1,0.75,-
congress-n-v1,5195,189.2611823,62.28393069,27.65,4.268,0,296.2,2.5e-18,1.5e-19,16.4,3,2,2,3,2.5,-
